232656,512
242444,513
239085,514
192985,515
203376,516
209331,517
208722,518
199451,519
212831,520
153079,521
238794,522
202126,523
202652,524
210257,525
215914,526
177388,527
205069,528
231747,529
199482,531
163705,532
158023,541
20801,542
188545,543
190871,544
200389,545
192448,546
155862,547
167495,548
165153,549
200145,550
192119,551
212622,552
182521,553
183277,554
211110,555
162835,556
201024,557
177003,558
192387,559
188567,560
212198,561
183898,562
233049,563
200104,564
176580,565
231281,566
194765,567
212218,568
186153,569
201942,570
218667,571
216267,572
209499,573
193041,574
189511,575
138956,576
167948,577
189596,578
208830,579
195864,580
199556,581
152729,582
143076,583
183711,584
204963,585
178603,586
168542,587
193080,588
201535,589
189332,590
177683,591
206113,592
207865,593
192505,594
189509,595
235790,596
198706,597
204485,598
202556,599
230621,600
208670,601
188350,602
212188,603
223848,604
181291,605
235243,606
164240,607
210243,608
198219,609
180206,610
231677,611
222492,612
189513,613
232363,614
193747,615
175943,616
192563,617
220440,618
184344,619
228702,620
231866,621
185122,622
184087,623
182493,624
201399,625
188377,626
191043,627
190460,628
200647,668
207863,669
135507,670
197445,671
198176,672
213345,674
230142,675
209889,676
197965,677
224334,678
210514,679
176676,680
228618,681
186345,682
229880,683
210035,684
146536,685
184432,686
211256,687
212462,688
200458,689
168435,690
226753,691
178005,692
163587,693
189117,694
192629,696
209989,697
225100,698
220793,699
197061,700
226226,701
193348,702
211117,703
220971,704
225953,705
198784,706
138412,707
213135,708
226627,709
230666,710
186942,711
227813,712
237692,713
208920,714
204884,715
241461,716
202335,717
169595,718
183394,719
197781,720
222400,721
205923,722
239053,723
213648,724
197853,725
220834,726
170368,727
235569,728
243812,729
200949,730
208618,731
232432,732
225850,734
198950,735
193474,736
247851,737
242664,738
241721,739
231410,740
226754,741
233927,742
228881,743
223329,744
230938,745
241096,746
186547,747
220018,748
208128,749
179645,750
210413,751
41236,752
255611,753
205498,754
207410,755
227796,756
188802,757
229237,758
218339,759
224425,760
247479,761
247721,762
228080,763
248820,764
200536,765
190243,766
238476,767
208333,768
173771,769
202371,770
193283,771
203486,772
9014,773
243015,774
192638,775
