,Enock,Kwateng,72,230074
,Aldo,Kalulu,66,230079
,Lukas,Nmecha,74,230084
,Chris,Wondolowski,69,164559
,Lassana,Coulibaly,73,230107
,Jordan,Thompson,67,230136
,Benjamin,Hansen,65,241139
Oyarzabal,Mikel,Oyarzabal Ugarte,85,230142
,Kastriot,Dermaku,68,230143
,Clemens,Fandrich,69,197376
,Falaye,Sacko,73,230147
Luís Machado,Luís Miguel,Vieira Babo Machado,66,230150
,Erik,Sabo,68,230157
,Lars,Vilsvik,66,197391
,Kodjo Fo-Doh,Laba,74,251353
Anselmo,Anselmo,de Moraes,73,197402
,Yannick,Gomis,69,234972
,David,Alaba,84,197445
,Tomáš,Huk,66,251364
,Felix,Luckeneder,68,238986
,Idriss,Saadi,65,197480
,Qazim,Laçi,68,234983
,Yasser,Al Mosailem,66,197496
,Jeppe,Tverskov,70,224067
,Lee,Wallace,67,164766
,Rodrigo,Zalazar,70,251377
,Tanguy,Coulibaly,70,251401
,Weston,McKennie,77,238744
,Nicolás,Gorosito,65,234816
,Berkay,Özcan,71,235717
,Łukasz,Fabiański,82,164835
,Adam,Federici,70,164853
,Theo,Walcott,76,164859
,Benjamin,Leroy,70,197641
,Lior,Refaelov,75,164878
,Sebastián,Coates,83,197655
,Stratos,Svarnas,70,245540
Gabriel Silva,Gabriel Moisés,Antunes da Silva,72,197688
,Dmitriy,Rybchinskiy,70,247723
,Teal,Bunbury,65,197716
,Luke,Southwood,66,235027
,Jordan,Ayew,75,197756
,Fedor,Chalov,74,235029
,Jakub,Błaszczykowski,70,164994
,Alexandros,Paschalakis,72,240493
,Jacopo,Sala,70,197777
Isco,Francisco Román,Alarcón Suárez,82,197781
,Gianluigi,Buffon,80,1179
,Alessio,Da Cruz,67,230557
,Maryan,Shved,67,230559
,Jay-Roy,Grot,66,230561
,Mijat,Gaćinović,72,230564
,Mouctar,Diakhaby,73,230578
,Jonas,Martin,72,197813
,Luke,Woolfenden,65,240500
Gaspar Campos,Gaspar,Campos-Ansó,67,256885
,Jason,Davidson,66,197831
,Dedryck,Boyata,78,197837
,Yannick,Deichmann,65,230607
,Amadou,Diawara,76,230613
,Akihiro,Hayashi,69,197851
,Sinan,Bakış,67,230623
,Umut,Nayir,68,230624
Matheus Reis,Matheus,Reis de Lima,75,230625
,Ştefan,Radu,77,165109
Juanmi,Juan Miguel,Jiménez López,75,197891
Gustavo Sauer,Gustavo,Affonso Sauerbeck,72,230665
Gabriel Jesus,Gabriel,Fernando de Jesus,83,230666
,Mike,Cestor,67,197904
,Miguel Angel,Sansores,65,197907
,Giuseppe,Pezzella,72,230681
,Emre,Akbaba,72,230685
,Jean-Victor,Makengo,70,230686
,Aldin,Turkeš,67,230687
,Karim,Benzema,89,165153
,Papy,Djilobodji,73,197937
,Joe,Worrall,72,230708
,Florian,Lejeune,77,197948
,Tino,Kadewere,77,230717
,Gjermund,Åsen,67,197954
,Gautier,Larsonneur,76,230727
Pizzi,Luis Miguel,Afonso Fernandes,81,197965
,Denis,Alibec,70,197971
,Sam,Morsy,69,197975
,Grejohn,Kyei,70,222636
,Eric,Larsson,70,197996
,Laurent,Koscielny,78,165229
Renato Sanches,Renato Júnior,Luz Sanches,80,230767
,Justin,Morrow,66,198000
,Jens,Toornstra,76,198006
Jesiel,Jesiel,Cardoso Miranda,71,230776
,Mattia,Perin,80,198009
,Tom,Eaves,65,198011
,Itumeleng,Khune,71,165247
Pepelu,Jose Luís,García Vayá,71,230786
,Pascal,Testroet,72,198019
Ximo Navarro,Joaquín,Navarro Jiménez,74,198023
,Yann-Erik,de Lanlay,68,198024
Sérgio Oliveira,Sérgio Miguel,Relvas de Oliveira,80,198031
,Dan,Burn,75,198032
,Ali,Hazazi,66,230801
,Mark,Gillespie,70,198039
,Callum,Johnson,66,230809
,Damian,Dąbrowski,69,198046
,Osman,Kakay,67,230815
,Olamide,Shodipo,65,230819
,Alan,Mozo,74,230829
,Erlend Dahl,Reitan,65,230836
,Sofyan,Amrabat,76,224158
,Patrick,Herrmann,74,198077
,Gojko,Cimirot,73,230850
Nuno da Costa,Nuno Miguel,da Costa Jóia,70,230857
,Denis Will,Poha,66,230860
,Collen,Warner,65,198094
Unai Simón,Unai,Simón Mendibil,82,230869
,Matt,Butcher,66,230876
,Marco,Höger,69,198113
,Jack,Simpson,68,230882
,Josuha,Guilavogui,77,198118
Caio,Caio,Canedo Corrêa,72,198128
,Celso,Ortíz,77,198129
,Ademola,Lookman,77,230899
,Leandro,Bacuna,68,198133
Lazo,José Carlos,Lazo Romero,73,229631
,Rogelio,Funes Mori,77,198140
Bartra,Marc,Bartra Aregall,80,198141
Samu Sáiz,Samuel,Sáiz Alonso,75,198143
,Paolo,Ghiglione,69,230912
,Sergio,Araujo,72,198145
,Mark,van der Maarel,68,198147
,Leandro,Marín,68,198156
Jonathan Viera,Jonathan,Viera Ramos,81,198164
,Lucas,Schoofs,67,230933
,Franck Yannick,Kessié,84,230938
,Stefan,de Vrij,85,198176
,Bart,Schenkeveld,71,198177
,André,Calisir,66,198178
,Greg,Cunningham,70,198190
,Petar,Slišković,65,198195
,Nahitan,Nández,77,230965
Jordi Amat,Jordi,Amat Maas,70,198198
,Benjamin,Stambouli,73,198200
,Faïz,Selemani,71,230969
,Duván,Vergara,75,230975
Leandro Damião,Leandro Damião,da Silva dos Santos,73,198213
,Lorenzo,Insigne,86,198219
,Mehdi,Bourabia,68,198220
Fafà Picault,Fabrice-Jean,Picault,69,230991
,Sidy,Sarr,67,230995
Germán,Germán,Sánchez Barahona,79,198230
,Facundo,Colidio,66,245461
,Jon,Taylor,66,198235
,Chiedozie,Ogbene,66,231005
,Josip,Mišić,72,231007
Raúl Carnero,Raúl,García Carnero,72,198240
,Carlos,de Pena,74,231012
,Antonio,Marchesano,70,231027
,Tim,Ream,69,198261
,Billy,Ketkeophomphone,66,198264
,Casimir,Ninga,72,231041
,Jesper,Hansen,74,132740
,Gabriel,Paletta,71,165526
,Ismael,Sosa,73,165531
,Bruno,Pittón,72,231070
,Gustavo,Cabral,75,165536
,Boris,Radunović,68,231073
,Ibrahima,Sissoko,72,231089
Aguilera,Juan,Aguilera Núñez,65,198322
,Nejc,Skubic,73,231095
Rodrigo,Rodrigo,Moreno Machado,79,198329
,Matěj,Vydra,74,198331
,Ludovic,Blas,77,231102
,Bryan,Oviedo,65,198335
,Alexandre,Olliero,67,231105
,Alfie,Kilgour,65,231107
,Silvan,Hefti,74,231108
,Aly,Ndom,65,231109
,Patrick,Erras,69,231110
,Zelimkhan,Bakaev,74,231113
,Franco,Jara,71,198347
,Mathias,Autret,73,198348
,Daniel,Bentley,73,198350
,Stefan,Bell,74,198352
,Steve,Clark,72,198355
Tomás Pina,Tomás,Pina Isla,76,198368
,Christian,Bassogog,72,231138
,Jack,Fitzwater,66,231139
,Liam,Palmer,68,198377
,Ángelo,Preciado,69,246055
Jamiro Monteiro,Jamiro Gregory,Monteiro Alvarenga,75,231150
,Sebastián,Méndez,67,246057
,Alin,Toșca,70,233512
,Alexander,Kačaniklić,70,198394
Guruzeta,Gorka,Guruzeta Rodríguez,68,231184
,Majeed,Waris,71,198420
,Hakeem,Odoffin,65,231199
,Tom,Bradshaw,69,198437
,Jhon,Lucumi,74,231207
Dani Rodríguez,Daniel,Rodríguez Vázquez,75,198451
,Johan,Larsson,72,198455
,Niklas,Dorsch,75,231227
,Brayan,Garnica,68,231231
,Kelvin,Amian,73,231235
,Mathieu,Cafaro,74,231236
,Peter Vindahl,Jensen,70,231237
,Emre,Mor,72,231240
,Braian,Cufré,74,231247
,James,McClean,69,198489
,Alexander,Faltsetas,65,198490
,Jérémy,Gélin,71,231263
,Brad,Jones,69,165735
Iván Alejo,Iván,Alejo Peralta,75,231280
Cláudio Ramos,Cláudio Pires,de Morais Ramos,74,198513
,Christoffer,Aasbak,66,198519
,Jamal,Lewis,73,231292
,Bjørn,Paulsen,69,198538
,Morgan,Poaty,65,231307
,Romain,Perraud,77,231318
José Amo,José María,Amo Torres,69,231320
,Cristian,Gamboa,72,198553
,Anthony,Ujah,70,198554
Carlos Ruiz,Carlos,Ruiz Aránega,68,198560
,Joshua,Mees,67,229702
,Gonzalo,Montiel,78,231340
,Moussa,Koné,72,231344
,Óscar,Murillo,76,198581
,Tammy,Abraham,78,231352
,Emmanuel,Iyoha,67,231353
,Miloš,Pantović,68,231354
Ayrton,Ayrton Lucas,Dantas de Medeiros,75,231355
,Joris,Gnagnon,74,231361
,Philipp,Lienhart,76,231366
,Martin,Linnes,72,198599
,Luis,Mendoza,70,198601
,Daiya,Maekawa,65,241206
Raúl Navas,Raúl,Rodríguez Navas,70,198614
,Dominick,Drexler,71,198617
João Carvalho,João António,Antunes Carvalho,71,231391
,Joe,Shaughnessy,65,198624
,Scott,Bain,69,198625
,Kyle,Edwards,67,231406
,Zakaria,Labyad,75,198640
,Dan Peter,Ulvestad,68,198642
,Michael,Verrips,69,231413
Waldo,Waldo,Rubio Martin,72,231414
,Ahmet,Arslan,66,231424
Park Chu Young,Chu Young,Park,68,165889
,Fredrik,Midtsjø,78,198658
,Filippo,Bandinelli,69,231428
Aitor,Aitor,Cantalapiedra,70,231433
,Grady,Diangana,74,231436
,Marcus,Browne,67,231442
,Ousmane,Dembélé,83,231443
Oh Beom Seok,Beom Seok,Oh,65,165908
,Josh,Dasilva,73,231445
,Donyell,Malen,80,231447
,Reiss,Nelson,72,231448
,Manolo,Gabbiadini,75,198683
,Saliou,Ciss,70,198687
,Florentin,Pogba,68,198688
,Andy,Najar,70,198705
Luis Alberto,Luis Alberto,Romero Alconchel,84,198706
,James,Rodríguez,81,198710
Sergio León,Sergio,León Limones,73,198715
,Wilfried,Zaha,82,198717
,Nathan,Redmond,76,198719
,Aly,Keita,69,231489
Adrià Pedrosa,Adrià,Giner Pedrosa,75,246113
,Elbasan,Rashani,69,198731
,Dennis,Widgren,65,231500
,Alberto,Acosta,65,198740
,Lloyd,Kelly,70,231512
,Robert,Gojani,65,231514
,Joe,Corona,69,198749
,Exequiel,Palacios,77,231521
,Maarten,Stekelenburg,76,2147
,Tomás,Pochettino,74,231524
,Ismaël Chester,Diallo,66,231527
José Arnáiz,José Manuel,Arnáiz Díaz,70,231530
,Scott,Wharton,66,231540
,Jonathan,Williams,67,198776
,Alex,Oxlade-Chamberlain,79,198784
,James,Justin,77,231554
,Fredrik Oldrup,Jensen,66,198811
,Romain,Amalfitano,70,198817
,Luis,Caicedo,67,231587
,Bukayo,Saka,80,246669
Dalmau,Adriàn,Dalmau Vaquer,67,231601
,Vincent,Pajot,70,198836
Bebé,Tiago Manuel,Dias Correia,73,166074
,Romain,Del Castillo,75,231612
,Fabian,Reese,69,231614
,Thanos,Petsos,68,198849
,Christopher,Avevor,67,198856
,Simone,Romagnoli,71,198857
Rafa Mir,Rafael,Mir Vicente,77,231628
Alex Craninx,Alexandro Marco,Craninx Joostens,66,235213
,Fatih,Öztürk,68,166097
,Nicolas,Isimat-Mirin,70,198868
,Adalberto,Peñaranda,69,231638
Ontiveros,Javier,Ontiveros Parra,74,231640
,Colin,Kazim-Richards,68,166114
,Simon,Banza,72,231652
,Grant,Hanley,75,198904
,Isaac,Cofie,70,198908
,Marcus,Rashford,85,231677
,Ruon,Tongyik,65,231678
,Jan,Hochscheidt,69,198914
,Ronaël,Pierre-Gabriel,73,231685
,Ignacio,Aliseda,72,246145
,Thibang,Phete,70,231688
,Hubert,Matynia,66,224300
,Alban,Lafont,78,231691
Córdoba,Iñigo,Córdoba Kerejeta,75,229764
,Danilo,D'Ambrosio,79,198946
,Kévin,Malcuit,74,198949
Pablo Sarabia,Pablo,Sarabia García,80,198950
,Cédric,Bakambu,80,198951
,Quentin,Braat,65,231720
,Andrei,Ivan,68,231726
,Ioan,Hora,65,231728
,Yoshiaki,Komai,67,232489
,Jonathan,Mensah,72,198970
,Keinan,Davis,69,231743
,Landry,Dimata,74,231745
,Kylian,Mbappé,91,231747
Miguelón,Miguel,Juan Llambrich,71,231749
,Darren,Randolph,75,169697
,Jérémy,Livolant,67,231753
,Shandon,Baptiste,66,240697
,Mathew,Ryan,77,199005
,Andraž,Šporar,75,231786
,Jesper,Nyholm,65,237226
,Jack,Robinson,72,199027
,Daan,Heymans,67,235242
,Charles,Aránguiz,80,199042
,Richárd,Magyar,65,199049
,Ziyad,Al Sahafi,67,231821
,Justin,Hoogma,69,231823
,Yann,Karamoh,75,231826
,Georgios,Tzavellas,74,199060
,Jesper,Karlsson,75,231836
,Vincent,Aboubakar,77,199069
,Maximilian,Wöber,74,231838
,Maxence,Prévot,69,231841
,Samuel,Chukwueze,77,246172
Wang Gang,Gang,Wang,67,199088
,Yan,Dhanda,67,231863
,Mitchell,van Bergen,73,231864
,Denis,Haruț,67,251636
Rodri,Rodrigo,Hernández Cascante,86,231866
Raúl Lizoain,Raúl,Lizoain Cruz,69,199101
,Séga,Coulibaly,66,231872
,Jannes,Horn,72,231874
,Luis,Muriel,82,199110
,Mathías,Olivera,76,240716
,Kosuke,Ota,65,231885
,Alex,Muyl,68,231886
,Yusuf,Yazıcı,78,231887
,Marcos,Acuña,84,224334
,Taras,Romanczuk,69,224336
,Fredrik,Aursnes,71,231913
,Róbert,Boženík,70,255409
Luna,Antonio Manuel,Luna Rodriguez,71,199157
Sergio Álvarez,Sergio,Álvarez Díaz,75,199158
,Luke,Brattan,69,199159
,Ben,White,76,231936
,Sulayman,Marreh,68,218880
,Bryan,Dabo,71,199170
Richarlison,Richarlison,de Andrade,82,231943
Oh Se Hun,Se Hun,Oh,65,231947
,Brendan,Hines-Ike,65,231948
,Saman,Ghoddos,70,231949
Kim Bo Kyung,Bo Kyung,Kim,72,199183
,Ross,Barkley,78,199189
,Dennis,Appiah,71,199191
,Ruslan,Malinovskyi,81,231969
,Domagoj,Vida,78,199206
,Alexander,Gorgon,67,199215
,Keegan,Rosenberry,71,231985
,Ilan,Kebbal,67,257118
Kim Tae Hwan,Tae Hwan,Kim,72,199231
Lee Seung Woo,Seung Woo,Lee,66,232000
Isi,Isaac,Palazón Camacho,76,232498
Hong Chul,Chul,Hong,71,199236
Yun Young Sun,Young Sun,Yun,67,199238
,Mateusz,Lis,66,232007
Toni Lato,Antonio,Latorre Grueso,73,232008
,Lukáš,Hejda,72,199244
Álex Fernández,Alejandro,Fernández Iglesias,75,199247
João Pedro,João Pedro,G. Santos Galvão,80,199254
Ji Dong Won,Dong Won,Ji,69,199266
,Ilja,Nestorovski,72,199274
,Michiel,Jonckheere,67,199277
,Amir,Abrashi,70,199282
,Stjepan,Kukuruzović,69,199285
,Anthony,Losilla,72,199288
,Steven,Bergwijn,80,225953
Danilo,Danilo Luiz,da Silva,81,199304
,Jack,Harrison,78,232080
,Abdoulaye,Bamba,73,199313
,Tomáš,Holý,65,199321
,Gaëtan,Poussin,67,240751
,Jarosław,Niezgoda,70,232094
Brahim,Brahim,Díaz,78,231410
,Marko,Grujić,75,232099
,Amine,Gouiri,78,240753
,Daniel,James,77,232104
,Manuel,Riemann,74,199339
,Thomas,Glover,66,232110
,Timo,Beermann,70,199347
,Julien,Dacosta,66,232117
,Mike,Wunderlich,67,199351
,Shaquell,Moore,72,232120
Lucas Pérez,Lucas,Pérez Martínez,79,199354
Joaquín,Joaquín,Fernández Moreno,75,232132
,Fernand,Mayembo,69,232136
,Felix,Uduokhai,77,232144
,Dániel,Sallói,71,232148
,Munas,Dabbur,76,208498
,Fabian,Koch,68,199384
,Tomáš,Souček,82,236792
,Bryan,Linssen,74,199386
,Pablo,Chavarría,72,199387
,Matías,Aguirregaray,70,199392
,Nicolas,Pallois,76,199393
,Fabian,Herbers,66,232166
,Kamil,Pestka,65,235303
Sebá,Sebastião,de Freitas Couto,72,199412
,Tobias,Kempe,71,199413
,Collins,Fai,70,232183
,Harun,Tekin,70,199417
,Jordy,Clasie,72,199422
,Christopher,Martins,69,232192
,Dušan,Tadić,84,199434
,Anton,Donkor,65,232203
,Michael,Gregoritsch,72,199439
,Manfred,Gollner,66,199440
,Wissam,Ben Yedder,84,199451
,Konstantinos,Tsimikas,74,232223
,Janni,Serra,72,232225
,Denys,Boyko,73,232226
,Ali,Al Bulayhi,67,229851
,Justin,Bijlow,77,232229
,Ronald,Matarrita,71,232230
,Marco,Meilinger,65,199470
,Santiago,Ascacíbar,74,232244
,Anthony,Lopes,82,199482
,Anton,Walkes,67,232252
Lucas Fernandes,Lucas,Fernandes,68,232253
Joselu,José Luís,Moreno Barroso,67,199490
Fran García,Francisco,García Solsona,67,199491
Diego Mariño,Diego,Mariño Villar,75,199493
,Yeimar,Gómez Andrade,76,224396
,Boulaye,Dia,77,246242
,Timothy,Fosu-Mensah,73,232270
,Granit,Xhaka,79,199503
,Taulant,Xhaka,71,199504
,Mark,Travers,67,232284
,Victor,Osimhen,80,232293
,Ryota,Morioka,74,232294
,Trevor,Carson,66,166764
,Michael,Novak,67,199535
,Joffrey,Cuffaut,70,199537
,Hamed Junior,Traorè,71,240787
,Milan,Jevtović,65,232308
Maurício,Maurício,de Carvalho António,72,232310
,Leeroy,Owusu,66,232311
,Bruno,Martins Indi,71,199550
,Marco,Verratti,87,199556
,Roberto,Inglese,73,199559
Nolito,Manuel,Agudo Durán,76,199561
Ilie Sánchez,Ilie,Sánchez Farres,73,199562
Sergi Roberto,Sergio,Roberto Carnicer,81,199564
,Miquel,Nelom,65,199566
,Konstantinos,Lamprou,72,199568
,Érick,Torres,67,199569
,Jesús,Sánchez,71,199570
,Ciprian,Deac,71,199572
Jordi Masip,Jordi,Masip López,76,199575
Oriol Romeu,Oriol,Romeu Vidal,78,199576
Sergi Gómez,Sergi,Gómez Solà,76,199577
,Connor,Goldson,77,199580
,Maikel,Kieftenbeld,68,199584
,Simon,Rhein,67,246256
Judson,Judson,Silva Tavares,71,232358
,Milan,Škriniar,86,232363
,Musa,Çağıran,68,199601
,John,Guidetti,73,199602
,Takuya,Okamoto,65,232372
,Takuya,Aoki,67,232376
,Nicky,Adams,64,166841
,Naoki,Ishihara,65,232379
,Yūki,Mutō,66,232380
Wesley,Wesley Moraes,Ferreira da Silva,76,232381
,Toshiyuki,Takagi,66,232382
André André,André Filipe,Brás André,75,199626
,Matthew,Lowton,76,199633
,Gustavo,Velázquez,70,246696
,Robin,Krauße,66,232406
Richardson,Richardson,dos Santos,65,246265
,Matz,Sels,77,199641
,Christopher,Nkunku,81,232411
,Ebou,Adams,65,232412
,Anfernee,Dijksteel,70,232413
,Dennis,Praet,78,199652
,Armando,Izzo,79,216145
,Tomoya,Koyamatsu,66,232426
,Maximilian,Wittek,73,224423
,Benno,Schmitz,69,222692
,Ljuban,Crepulja,67,232431
,Luka,Jović,79,232432
,Jens,Cools,69,199665
,Ramiro,Funes Mori,74,199667
,Leandro,González Pirez,71,199669
,Marius,Wolf,75,224425
Caio Henrique,Caio Henrique,Oliveira Silva,77,232440
,Masaaki,Higashiguchi,71,232441
Jorge Teixeira,Jorge Filipe,Avelino Teixeira,68,199674
,Yuji,Rokutan,63,232447
,Kamil,Çörekçi,68,199683
,Yasuhiro,Hiraoka,67,232454
,Ángel,Sepúlveda,72,199689
Carlos Ponck,Carlos,Santos Rodrigues,71,232459
,Hiram,Mier,74,199692
Kim Min Tae,Min Tae,Kim,70,232461
,Hiroaki,Okuno,69,232462
,Shingo,Tomita,65,232465
,Hirotaka,Mita,67,232467
Joaquín,Joaquín,Muñoz Benavides,68,246276
,Sultan,Al Ghannam,72,232477
,Takuma,Nishimura,68,232479
Vitolo,Víctor,Machín Pérez,78,199715
,Wataru,Endo,78,232487
,Cristian,Romero,82,232488
,Mathieu,Gorgelin,68,199721
,Daniel,Royer,72,199729
Wilson Eduardo,Wilson Bruno,Naval Costa Eduardo,73,199737
Fran Vélez,Francisco,Vélez Jiménez,70,199738
,Sho,Sasaki,71,232511
,Yoshifumi,Kashiwa,68,232512
,Erik,Sviatchenko,76,199745
,Jesper,Lauridsen,67,199747
,Jonas,Knudsen,69,199748
,Rilwan,Hassan,65,199750
,Diallang,Jaiyesimi,65,232520
,Elias,Cobbaut,71,232526
,Marcin,Kamiński,69,199761
,Kamil,Drygas,67,199762
,Bartosz,Bereszyński,73,199763
,Yuji,Kajikawa,66,232533
,Marco,van Ginkel,76,199767
,Marvin,Potzmann,68,199769
,Sefa,Yılmaz,66,199772
,Luca,Caldirola,71,199776
,André,Hoffmann,72,199779
,Romain,Métanire,72,199781
,Kosuke,Nakamura,68,232562
,Daniel,Batz,67,199803
,Ken,Matsubara,68,232573
,Yuki,Kobayashi,64,232576
,Ryosuke,Yamanaka,67,232577
,Ryan,Allsop,68,199812
,Gernot,Trauner,76,199813
,Randy,Nteka,73,251756
,Kei,Koizumi,68,232586
,Kazuki,Kozuka,66,232589
Campaña,José,Gómez Campaña,82,199823
Timor,David,Timor Copoví,73,199829
,Yuta,Nakayama,67,232599
,Lars,Unnerstall,74,199833
,Kyohei,Yoshino,66,232603
,Kalidou,Sidibé,67,246298
,Fabricio,Formiliano,71,232607
,Hiroyuki,Abe,68,232608
,Kazuya,Miyahara,66,232611
,Francesco,Acerbi,83,199845
,Yusuke,Minagawa,65,232614
,Kosei,Shibasaki,66,232619
,Nicolai,Jørgensen,73,199852
,Shun,Nagasawa,67,232622
,Yosuke,Ideguchi,69,232623
Oh Jae Suk,Jae Suk,Oh,69,232626
,Hiroto,Goya,66,232627
,Waldemar,Sobota,66,199861
,Kazunari,Ichimi,67,232635
,Ryo,Hatsuse,66,232636
,Ritsu,Doan,76,232639
,Leon,Guwara,68,232643
,Facundo,Cambeses,66,232645
,Claudio,Bravo,73,232646
,Luis,Malagón,70,232654
,Simen,Juklerød,72,232655
,Theo,Hernández,84,232656
,Nicolas,Höfler,72,199897
,Liam,Gordon,65,232668
,Sarpreet,Singh,66,232669
,Jesse,Joronen,72,199904
,Felicio,Brown Forbes,65,199908
