,Christian,Ramirez,69,237075
,Hendrik,Van Crombrugge,76,204308
,Frank,Boya,69,237077
,Kurt,Zouma,81,204311
,Dean,Lewington,65,138830
Kim Min Jae,Min Jae,Kim,74,237086
,Xavier,Mercier,74,204320
,Matty,Kennedy,67,204324
Igor,Igor Julio,dos Santos de Paulo,69,241585
Han Seung Gyu,Seung Gyu,Han,66,237098
,Liam,Kelly,69,225203
Luís Neto,Luís Carlos,Novo Neto,77,204341
Raúl García,Raúl,García Escudero,80,171579
,Kortne,Ford,65,237116
,Ibrahim,Šehić,70,204349
,Aleksandar,Trajkovski,69,204350
,Dino,Arslanagic,71,204352
,Craig,Forsyth,68,204353
,Jak,Alnwick,68,204354
,Paul,Dummett,74,204355
,Patric,Pfeiffer,67,241590
,Gaëtan,Weissbeck,71,237132
,Jürgen,Locadia,71,204366
,Benjamin,van Leer,67,204367
,Sander,van de Streek,73,204370
,Odilon,Kossounou,73,246875
,Daleho,Irandust,69,237152
,Rami,Kaib,66,235516
,Ro-Shaun,Williams,64,237160
,Sean,Longstaff,72,237161
,Eran,Zahavi,80,204399
Diogo Figueiras,Diogo José,Figueiras,72,204401
,Sacha,Kljestan,69,176062
,Ryan,Schofield,66,237176
Guridi,Jon,Guridi Aldalur,73,238126
,George,Saville,71,204412
,Keidi,Bare,76,237184
,Antoine,Leautey,68,237198
,Cristhian,Paredes,68,237203
,Samuel,Kalu,74,237207
,Matej,Mitrović,71,237209
,Josh,Knight,68,237213
,Lalas,Abubakar,69,237214
,Fabio,Lucioni,70,204447
,Niko,Hansen,65,237217
,Koray,Günter,75,204451
,Juan,Foyth,75,237221
,Julian,Gressel,73,237223
,Adedeji,Oshilaja,65,204458
,Joe,Ralls,71,204464
,Tom,Weilandt,65,204468
,Scott,McTominay,80,237238
,Enis,Bardhi,79,237239
,Bouna,Sarr,75,204472
,Tom,Beugelsdijk,67,204476
,Eddie,Segura,70,237245
Paulo Vinícius,Paulo Vinícius,Souza dos Santos,68,237247
,Germán,Berterame,72,237248
,Jakob,Nerwinski,66,237252
,Riyad,Mahrez,86,204485
,Kévin,Denkey,67,237254
,Miles,Robinson,70,237255
,Jeremy,Ebobisse,71,237256
,Jackson,Yueill,71,237257
,Patrick,Bauer,72,204496
,Riku,Matsuda,69,238137
,Ryan,Inniss,66,204499
,Matt,Ingram,67,204502
,Christian,Oliva,69,247076
,Maxime,Dupé,72,204513
,Aaron,Connolly,70,237286
Rubén Pardo,Rubén,Pardo Gutiérrez,72,204523
Iñigo Martínez,Iñigo,Martínez Berridi,81,204525
Hervías,Pablo,Hervías Rubio,72,204526
,Michy,Batshuayi,76,204529
,Raúl,Ruidíaz,79,204538
,Yoshimar,Yotún,72,204542
,Daniel,Steres,66,209761
,Davy,Roef,71,204549
,Mergim,Berisha,75,237321
José Fonte,José Miguel,da Rocha Fonte,81,171791
,Nathan,Tella,66,237328
,Joseph,Willock,75,237329
,Thibault,De Smet,69,237331
,Ryuta,Koike,69,237339
Carlinhos Junior,Carlos Antonio,De Souza Junior,69,237340
,Jon,Gorenc Stanković,73,226129
,Damien,Dussaut,66,219781
,Abdel Hakim,Abdallah,65,237347
,Tatsuki,Seko,67,255590
,Ignacio,Scocco,75,171828
,Jimmy,Giraudon,70,208862
,Michael,Mancienne,66,171831
,Leo,Bengtsson,65,237371
Nani,Luís Carlos,Almeida da Cunha,81,139068
Juanjo Nieto,Juan José,Nieto Zarzoso,70,237376
,Ole Kristian,Selnæs,74,204612
Mário Rui,Mário Rui,Silva Duarte,78,204614
,Alessandro,Bastoni,80,237383
,Ian,Harkes,65,237385
,Thomas,Grøgaard,65,204626
,Abdulelah,Al Malki,69,230713
,Julian,Derstroff,66,204637
,Willi,Orban,81,204638
,Stefan,Savić,84,204639
,Yusuke,Segawa,68,237409
,Vasyl,Kravets,68,237410
,Caner,Erkin,75,171875
,Marek,Hamšík,80,171877
,Jordan,Williams,67,237415
,Amir,Abedzadeh,73,237419
,Alonso,Escoboza,69,204652
,Roberto,Alvarado,76,237043
Paik Seung Ho,Seung Ho,Paik,69,237424
,Martin,Valjent,74,219585
,Genta,Miura,70,237429
,David,Andrade,66,204664
,Andrés,Guardado,78,171897
Erik Expósito,Erik,Expósito Hernández,67,237438
,Toshio,Shimakawa,66,237439
,Hannes,Delcroix,71,237440
Eric Curbelo,Eric,Curbelo de la Fe,70,237442
Oriol Rosell,Oriol,Rosell Argerich,69,204677
Rafael Lopes,Rafael,Guimarães Lopes,67,204682
,Mats,Seuntjens,71,204684
,Ado,Onaiwu,70,237453
,Paweł,Olkowski,70,204687
,Stefan,Schwab,75,204688
,Philipp,Hosiner,67,204690
,Mauricio,Pereyra,76,204691
,Cristian,Colmán,69,237461
,Duje,Ćaleta-Car,78,225263
,Salim,Khelifi,65,204701
,Diego,Rubio,70,204709
,Franco,Quinteros,66,246865
,Joel,Campbell,75,204713
,Patrick,Sontheimer,67,237490
,Ognjen,Gnjatić,68,237494
,Djordje,Mihailovic,73,237496
Salvador Agra,Salvador José,Milhazes Agra,71,204737
,Renato,Ibarra,74,204738
,Liam,Craig,65,171971
,James,McArthur,75,171972
,Bryan,Lasme,67,237509
,Mady,Camara,77,237520
,Sory,Kaba,67,237524
Toño García,Antonio,García Aranda,74,204757
,Charlie,Taylor,76,204760
,Grant,Hall,69,204761
Rodrigo,Rodrigo,Alves Soares,73,237532
,Rafael,Baca,72,204771
,Philipp,Förster,72,237540
,Oussama,Haddadi,68,237548
De la Bella,Alberto,de la Bella Madueño,67,172013
,Mikael,Mandron,65,204785
,Sebastian,Mladen,67,204786
,Christian,Luyindama,75,237556
,Kristoffer,Zachariassen,72,237566
,Jerónimo,Pourtau,65,237575
,Daniel,Schmidt,69,237580
,Katsuya,Nagato,69,237582
,Gary,Mackay-Steven,67,204820
,Michael,Blauensteiner,65,237592
,Ben,Wilson,65,204825
,Abdoulaye,Ba,66,204826
,Marco,Friedl,73,237595
Vadillo,Álvaro,Vadillo Cifuentes,72,204830
,Alan,Franco,74,237604
,Raúl,Jiménez,83,204838
,Yanick,Brecher,70,204842
,Dominik,Livaković,82,241671
,Todd,Kane,69,204847
,Scott,Twine,66,237619
,Borna,Barišić,75,241673
,Kane,Hemmings,65,204860
,Arne,Maier,74,237629
,Alexandru,Pașcanu,71,237630
Iván Sánchez,Iván,Sánchez Aguayo,73,204863
,Sebastian,Walukiewicz,71,243497
,Florian,Pick,68,237635
,Juan Manuel,Sanabria,65,252326
,Nedim,Bajrami,69,237640
,Raoul,Petretta,72,237642
Clerc,Carlos,Clerc Martínez,77,204876
,Daniel,Muñoz,76,237646
,Ajdin,Hrustić,70,237647
,Diego,Valeri,77,172114
,Brice,Samba,73,204883
,Benjamin,Mendy,79,204884
,Santiago,Bueno,67,237658
,Brooks,Lennon,70,237662
,Billel,Omrani,69,204895
,Kei,Chinen,68,237665
,Abdullah,Al Joui,66,237667
Manu Sánchez,Manuel,Sánchez de la Peña,73,252327
Bruno Xadas,Bruno Alexandre,Vieira Almeida,70,237670
,Ibrahima,Konaté,78,237678
,Lasse,Schøne,74,172143
,Takefusa,Kubo,75,237681
,Ionuț,Larie,65,247963
,Andreas,Leitner,68,204922
,Marcel,Sabitzer,84,204923
,Phil,Foden,84,237692
,Miguel,Ortega,65,237695
,Joshua,Smits,65,204931
,Matt,Olosunde,67,237702
,Jordan,Pickford,83,204935
,John,Egan,75,204936
,Erik,Lira,69,257784
,Valentin,Castellanos,70,237712
,Patrick,Cutrone,73,237715
,Sinan,Gümüş,70,225305
,Abdullah,Al Khaibari,65,237721
Carvajal,Daniel,Carvajal Ramos,85,204963
,Jessy,Moulin,71,172198
,Florian,Thauvin,80,204970
,Fraser,Forster,75,172203
,Kazuki,Fukai,67,237742
,James,Troisi,65,172208
,Ibou,Touray,66,204979
,Ben,Thompson,69,225310
,Facundo,Mura,70,247156
,Tomoya,Inukai,69,237754
,Bror,Blume,68,204987
,Yugo,Tatsuta,65,237757
,Mamadou,Koné,65,204992
,Yosuke,Kawai,66,237762
,Ryo,Takeuchi,68,237764
,Joona,Toivio,66,172232
,Lukáš,Droppa,66,205005
,Louka,Prip,68,247086
,Jack,Grimmer,67,205015
,Yusuke,Maruhashi,71,237784
,Yasuki,Kimoto,67,237789
,Kunimitsu,Sekiguchi,67,237797
,Kenyu,Sugimoto,65,237799
,Sebastian,Maier,65,205044
,Nils,Röseler,67,205045
,Nicolás,Domínguez,75,237819
,Kal,Naismith,70,205054
Cristiano,Cristiano,Pereira Figueiredo,67,205068
Juan Bernat,Juan,Bernat Velasco,82,205069
Portu,Cristian,Portugues Manzanera,82,205070
,Daniel,Pedersen,65,205072
,Filip,Kiss,73,205073
,Julian Faye,Lund,66,230787
,Zlatan,Ibrahimović,84,41236
,Edgar,Zaldívar,68,237848
Diego Oliveira,Diego,Queiroz de Oliveira,72,205081
,Fayçal,Fajr,76,205083
Coke,Jorge,Andújar Moreno,72,172316
David Fernández,David,Fernández Cortázar,68,172317
,Philipp,Klement,70,205086
,Mattia,Valoti,69,205089
Panutche Camará,Panutche Amadu,Pereira Camará,65,240331
,Gianluca,Pegolo,70,106795
,Vito,van Crooij,69,237895
,Gonzalo,Plata,74,247181
,Sergio,Peña,72,236259
Rafael Leão,Rafael,da Conceição Leão,77,241721
,Will,Smallbone,66,237916
,Franco,Sbuttoni,68,232695
,Rey,Manaj,71,230800
Choi Young Joon,Young Joon,Choi,71,205156
Ruiz de Galarreta,Iñigo,Ruiz de Galarreta,73,205157
,Charlie,Raglan,65,205159
,Sebastian,Hausner,68,237930
,Aron,Dønnum,69,237936
,Adrian Nilsen,Pereira,67,241726
,Pervis,Estupiñán,79,237942
,Arkadiusz,Milik,81,205175
,İlhan,Parlak,68,172418
,Rachid,Alioui,69,205188
Denis Suárez,Denis,Suárez Fernández,78,205192
,Souleymane,Bamba,70,172425
,Hayden,Coulson,66,230807
,Okay,Yokuşlu,76,205201
,Wojciech,Golla,65,205202
,Federico,Marchetti,69,139668
,Oscar,Lewicki,69,205210
David Ferreiro,David,Ferreiro Quiroga,72,205212
,Zlatko,Tripić,70,205214
Igor Rossi,Igor,Rossi Branco,72,205215
,Kevin,Danso,73,237985
,Teruki,Hara,65,237988
,Sergiu,Hanca,67,237989
,Murat,Akça,66,205225
,Diego,Lainez,74,237995
,Uriel,Antuna,74,237997
,Pierre,Lees-Melou,76,230020
,Yann Aurel,Bisseck,66,241736
,Albert,Guðmundsson,71,238004
,Jack,Elliott,71,238008
,Molla,Wagué,69,205243
,Roel,Janssen,67,238014
,Naïm,Sliti,75,205257
,Florin,Niță,76,238033
,Nicolás,Bazzana,67,238037
,Mats,Knoester,68,238040
,Tyrell,Malacia,77,238041
,Abdulrahman,Al Obud,65,238043
,Paxton,Pomykal,67,238049
,Chidera,Ejuke,74,238050
,Daniel,Wass,80,172522
,Herman,Stengel,66,205291
,Beni,Baningime,67,238062
,Hillal,Soudani,71,205295
,Nicolò,Zaniolo,78,238067
,Rachid,Bouhenna,66,205300
,Eduard,Löwen,71,238072
,Reece,James,81,238074
,Nicolás,Ibáñez,71,236287
,Jonas,Lössl,72,172553
,Nikola,Milenković,76,238095
Marcelo,Marcelo,dos Santos Ferreira,73,205340
,Ryan,Fredericks,76,205346
,Massimo,Luongo,69,205347
,Carlos,Vela,83,169416
,Alex,Pritchard,69,205351
,Kemar,Roofe,74,205360
,Matija,Nastasić,74,205362
,Filip,Novák,74,205364
,Jan,Kopic,72,205365
,Rob,Schoofs,71,205369
,Pape Habib,Gueye,66,254525
,Donovan,Léon,68,205377
,Baptiste,Valette,64,205378
,Guillaume,Hubert,69,205386
,Michael,Langer,66,107084
,Mads,Roerslev,67,238157
,Soualiho,Meïté,76,205391
,Merih,Demiral,77,238160
,Jérémy,Morel,72,139860
Vako,Valeri,Qazaishvili,72,205401
,Jean-Paul,Boëtius,75,205402
,Daniele,Baselli,76,205407
,Onur,Kaya,68,172649
,Marcin,Bułka,65,238186
,Nahuel,Bustos,73,238194
,Arnór,Sigurðsson,71,238196
,Niclas,Füllkrug,76,205431
,Moritz,Kuhn,65,205447
,Antonio,Rüdiger,83,205452
José Crespo,José Ángel,Crespo Rincón,72,172685
,Felix,Beijmo,67,238222
Olabe,Roberto,Olabe Del Arco,68,238225
,Krépin,Diatta,76,238227
,Marco,Thiede,70,205463
,Hugo,Vetlesen,65,238235
,Ola,Brynhildsen,68,238236
,Michael,Krmenčík,72,205478
,Mason,Bennett,68,205481
,Hauke,Wahl,73,230855
,Asmir,Begović,76,172723
,Anthony,Lozano,74,205495
Jorginho,Luiz Frello,Filho Jorge,85,205498
,Jason,Pendant,67,238269
,August,Erlingmark,67,238270
,Florinel,Coman,72,238274
,Tomasz,Jodłowiec,66,172756
,Mirko,Pigliacelli,71,205530
,Valerio,Verre,75,205531
,Troels,Kløve,67,205535
Nacho Vidal,Ignacio,Vidal Miralles,75,238305
Álvaro Lemos,Álvaro,Lemos Collazo,72,205551
,Luca,Ceppitelli,73,205553
,Luciano,Pizarro,65,238329
,Levan,Shengelia,68,238330
,Nils,Seufert,67,234891
,Dave,Bulthuis,70,205565
Alberto Moreno,Alberto,Moreno Pérez,76,205566
,Joe,Rankin-Costello,66,238336
,James,Ward-Prowse,81,205569
,Kyosuke,Tagawa,65,238345
,Pierre-Yves,Ngawa,68,205578
,Michael,Ihiekwe,69,205584
,Jack,Price,72,205585
,Immanuel,Höhn,69,205588
,Curtis,Thompson,68,205589
Dener,Dener,Gomes Clemente,72,205594
,James,Husband,66,205596
,Noah,Okafor,71,242530
,Samuel,Umtiti,80,205600
,Christian,Atsu,72,205601
,Nikolas,Nartey,67,238379
,Ben,Wilmot,67,238389
,Gédéon,Kalulu,68,238391
,Elisha,Owusu,72,238392
,Luciano,Abecasis,69,205630
,Lucas,Ocampos,83,205632
,Lucas,Castro,74,205633
,Jan,Vertonghen,81,172871
Sokratis,Sokratis,Papastathopoulos,77,172879
,Angus,MacDonald,67,205655
,Alessio,Cragno,81,205659
Luís Martins,Luís Carlos,Ramos Martins,68,205669
,Dwight,Gayle,73,205670
,Lee,Tomlin,68,172904
,Edin,Višća,81,205678
,Sean,Raggett,65,238450
,Téji,Savanier,80,205686
,Sébastien,Haller,80,205693
,Amadou,Haidara,78,238463
,Dan-Axel,Zagadou,78,238476
Renê Santos,Renê,Ferreira dos Santos,67,238479
,Tim,Boss,66,238489
,Ilias,Chair,71,238490
,Gaston,Brugman,72,205726
,Lewis,Grabban,70,172960
,Marvin,Spielmann,69,238497
,Victor,Moses,78,172962
,Leo,Weinkauf,69,238503
,Michael,Johnston,69,238505
Fernando Fonseca,Fernando Manuel,Ferreira Fonseca,72,238507
,Leo,Østigård,70,238516
,Hamdan,Al Shamrani,65,238519
,Gwion,Edwards,67,205752
,Rolando,Mandragora,75,225439
,Stefano,Denswil,72,205756
,Dejan,Stojanović,69,205759
,Ondřej,Lingr,72,258208
,Guillermo,Ochoa,80,140233
,Yacine,Adli,75,243627
,Alpha,Sissoko,67,241445
,Sebastian,Mai,69,238559
,Danilo,Wiebe,67,238563
,Óscar,Trejo,75,173030
Song Bum Keun,Bum Keun,Song,67,238570
,Alexandre,Bonnet,69,173040
,Pietro,Terracciano,71,205812
,Ruben,Vargas,75,238581
David Bruno,David,Dias Resende Bruno,67,205846
Pedro Neto,Pedro,Lomba Neto,78,238616
,Esteban,Andrada,80,205849
,Leonardo,Pavoletti,75,205850
,Jannis,Nikolaou,68,238619
Rodrigo Becão,Rodrigo,Nascimento França,74,238621
,Marko,Livaja,75,205855
,Eric,Mathoho,69,205857
,Emeric,Dudouit,66,205862
,Jonathan,David,78,243630
,Sebastian,Vasiliadis,70,238637
,Ferhat,Kaplan,67,205874
,Marcel,Bär,68,238643
,Stefanos,Kapino,73,205878
,Morris,Schröter,69,238647
,Cauley,Woodrow,71,205887
,Marc,Heider,67,238657
,Borys,Tashchy,66,205892
,Tymoteusz,Puchacz,68,238662
,Alexander,Ring,75,205895
,Nathaniel,Chalobah,74,205897
,Matteo,Scozzarella,69,173130
,Kevin,Broll,69,238674
,Jeremias,Lorch,66,238684
,Antonino,Barillà,71,173155
,Gaëtan,Coucke,67,234903
,Nicolaj,Thomsen,65,205929
,Nicola,Murru,72,205934
,Onur,Bulut,65,205939
,Silviu,Lung,73,205942
,Vlad,Chiricheș,73,205943
Manolo Reina,Manuel,Reina Rodríguez,73,173178
,Yannick,Aguemon,67,205948
,Ethan,Pinnock,74,238717
João Paulo,João Paulo,Mior,75,205953
,Kevin,Tshiembe,66,238725
,Alex,Baptiste,65,140422
Alex Gorrín,Alejandro,Rodríguez Gorrín,67,205961
,Stefan,Ristovski,75,205965
,Amin,Younes,78,205966
,Jed,Wallace,74,205970
,Jakub,Bartkowski,67,205975
,Domenico,Criscito,76,173208
,Damjan,Đoković,71,205983
,Isaac,Kiese Thelin,72,205985
,Luke,Shaw,84,205988
,Antonio,Candreva,79,173221
,Harrison,Reed,74,205990
,Noussair,Mazraoui,80,236401
,Jetro,Willems,73,205995
,André,Poko,70,205998
,Yvon,Mvogo,76,206003
,Ezgjan,Alioski,73,206006
,Sebastian,Kowalczyk,67,238775
,Jesper,Verlaat,66,238779
Lasure,Daniel,Lasure Briz,69,236405
,Björn,Rother,65,238784
,Thore,Jacobsen,65,238793
Vinícius Jr.,Vinícius José,de Oliveira Júnior,80,238794
,David,Marshall,69,140498
,Quentin,Maceiras,66,238820
,Mattia,De Sciglio,76,206058
,Simon,Sluga,69,206065
,Lewis,Wing,69,238839
,Cristian,Ansaldi,78,173306
,Sam,Johnstone,77,206075
,Josh,Murphy,69,206083
,Jacob,Murphy,72,206085
,Harry,Toffolo,71,206086
Pedro Sá,Pedro Miguel,Cunha Sá,73,238856
,Cameron,McGeehan,67,206089
Bruno Tabata,Bruno Vinícius,Souza Ramos,75,238858
Jadson,Jadson,Silva de Morais,70,238860
Lucas Possignolo,Lucas,Possignolo,69,238862
Patric,Patricio,Gabarrón Gil,74,206098
,Serdar,Dursun,74,206104
,Pietro,Pellegri,68,238873
,Cenk,Şahin,67,206106
,Yussif Raman,Chibsah,67,206109
,Serge,Gnabry,85,206113
Dani Ojeda,Daniel,Ojeda Saranova,68,238882
,Isaac,Hayden,76,206115
,Daiki,Sugioka,65,241884
,Stefan,Savić,66,206123
Conrado,Conrado,Buchanelli Holz,66,238895
,Ermedin,Demirović,74,238900
,Scott,Allan,66,201085
,Benjamin,Uphoff,70,206145
,Marcus,Antonsson,66,206147
,Brian,Lozano,75,230967
,Dominik,Ernst,65,238925
,Stefano,Sabelli,71,206159
,Sanjin,Prcić,69,206167
Júnior Urso,Ocimar,Almeida Júnior,72,206171
,Jure,Balkovec,72,238941
,Žan,Majer,67,238944
,Rekeem,Harper,66,238958
,Simon,Mignolet,80,173426
,Christoph,Greger,65,238963
,Orestis,Kiomourtzoglou,68,238965
,Dominique,Heintz,74,206198
,Ollie,Norburn,65,206202
,Wilfried,Zahibo,66,206207
,Lukas,Daschner,66,238980
,Miguel,Almirón,77,230977
,Paul,Nardi,73,206218
Juan Cruz,Juan Cruz,Álvaro Armada,73,206219
,Maximilian,Ullmann,73,238988
,Rajko,Rep,68,238989
Bigas,Pedro,Bigas Rigo,72,206222
,Denis,Cheryshev,76,206225
,Zlatko,Junuzović,76,173474
,Emmanuel,Dennis,74,239015
,Miroslav,Stevanović,74,206254
,Ben,Wiles,66,239023
,Ibrahima,Niane,73,239025
,Aboubakary,Koita,69,239028
Ferrán Torres,Ferrán,Torres García,82,241461
,Tom,Hopper,65,206263
,Laurent,Jans,69,206269
,Cristian,Bălgrădean,69,206272
Juan Alano,Juan Matheus,Alano Nascimento,69,239041
,Umut,Bozok,69,239043
,Emre,Kılınç,73,239045
,Halil,Akbunar,74,239048
,Sadık,Çiftpınar,67,239050
,Federico,Valverde,83,239053
Marcano,Iván,Marcano Sierra,77,173521
Nathan,Nathan Raphael,Pelae Cardoso,68,225529
,Sone,Aluko,66,173530
,Ben,Amos,66,173531
,David,Button,68,173533
,Luka,Milivojević,76,206304
,Christopher,Antwi-Adjej,70,239073
,Jordan,Ferri,76,206306
,Jérémy,Frick,71,206307
Marcos Antonio,Marcos Antonio,Silva Santos,73,247377
,Joseph,Lopy,68,206313
,James,Tomkins,75,173546
,Samuel,Owusu,69,234916
,Nir,Bitton,69,206317
,Philipp,Wiesinger,72,239090
,Lukas,Grgic,67,239091
,Jonathan,Clauss,77,239093
,Atakan,Karazor,70,239096
,Dennis,Srbeny,72,239097
,Ron,Schallenberg,69,239099
,Bogdan,Țîru,67,239118
,Luke,Leahy,65,239119
,Hamadi,Al Ghaddioui,68,239121
,Alejandro,Mayorga,72,239127
,Reto,Ziegler,69,108061
,Chris,Führich,73,241925
,Nicolas,Cozza,72,239136
Jeong Woo Yeong,Woo Yeong,Jeong,70,239138
Joselu,José Luis,Sanmartín Mato,77,173608
,Jason,Pearce,64,173614
,Felix,Götze,67,236467
,Matúš,Putnocký,66,206402
,Terrence,Boyd,68,206408
,Denys,Garmash,73,206411
,Taras,Stepanenko,79,206413
,Sergiy,Kryvtsov,74,206414
Aylton Boa Morte,Aylton Filipe,Boa Morte,70,239186
,Joe,Pigott,67,206430
,Yassine,Benzia,70,206436
,Kyle,McFadzean,69,173671
,Félix,Eboa Eboa,65,239210
,Bevic,Moussiti-Oko,69,239211
,Alexis,Claude-Maurice,77,236477
,Jacob,Ramsey,68,246923
,Amine,Benchaib,67,239224
,Alassane,Plea,79,206467
,Taxiarchis,Fountas,73,206469
Ko Kwang Min,Kwang Min,Ko,68,206472
Abel Ruiz,Abel,Ruiz Ortega,74,239250
,Rudy,Camacho,69,206485
,Rocky,Bushiri,65,239259
,Yunis,Abdelhamid,77,206493
,Gareth,Bale,82,173731
,Logan,Ndenbe,66,239269
,Vasilios,Barkas,72,239272
,Tristan,Dingomé,72,206506
,Maximilian,Arnold,81,206511
,Will,Hughes,76,206516
,Jack,Grealish,84,206517
,Callum,Robinson,73,206518
,Eric,Kahl,65,253472
,Jordan,Willis,65,206524
,Marius,Høibråten,67,206530
Álex Centelles,Alejandro,Centelles Plaza,75,241470
,Lisandro,Martínez,79,239301
,Patrick,Bamford,78,206534
,Tom,Naylor,68,206536
Pedro Díaz,Pedro,Díaz Fanjul,72,236492
,Jelle,Bataille,71,239306
,Roman,Bezus,73,206544
Manu Trigueros,Manuel,Trigueros Muñoz,79,206545
,Evan,Bush,66,206549
,Christy,Pym,66,206555
,Jason,Holt,66,206563
Óscar,Óscar,Rodríguez Arnaiz,75,239335
,Julian,Chabot,70,239340
,Hervé,Koffi,73,239342
,Stef,Peeters,73,206577
,Siriki,Dembele,68,239350
,Michael,Bostwick,65,173815
Kepa,Kepa,Arrizabalaga,79,206585
,Azor,Matusiwa,73,239356
,Christian,Gebauer,68,239357
Moi Gómez,Moisés,Gómez Bordonado,78,206590
,Mitchell,Weiser,73,206591
,Dani,de Wit,71,239361
,Solly,March,75,206594
,Kouadio-Yves,Dabila,67,239363
,Adrian,Petre,65,239365
,Robin,Hack,71,239367
,Mitchel,Bakker,74,239368
,Mario,Sampirisi,69,206601
,Zian,Flemming,72,239373
,Kaj,Sierhuis,68,239378
,Noa,Lang,78,239380
,Joe,Aribo,73,231044
,Mariano,Andújar,73,173857
,Mikael,Ishak,71,206626
,Braydon,Manu,66,239397
,Kelyn,Rowe,65,206631
,Nick,DeLeon,64,206635
,Oleksandr,Karavaev,73,237109
Roberto Torres,Roberto,Torres Morales,78,206651
Sergio Rico,Sergio,Rico González,77,206652
,Brad,Potts,68,206653
Pablo Marí,Pablo,Marí Villar,76,206654
,Lucas,Akins,65,173891
,Matt,Hedges,72,206662
,Adrian,Grbic,70,239432
,Nemanja,Maksimović,79,239433
Rober Ibáñez,Roberto,Ibáñez Castro,71,219652
Jordi Mboula,Jordi,Mboula Queralt,71,239441
,Mbaye,Diagne,74,220131
,Kevin-Prince,Boateng,78,173909
Hélder Ferreira,Hélder José,Castro Ferreira,71,239446
,Ibrahima,Diallo,73,239452
,Jonathan,González,70,239475
,Sandro,Ingolitsch,68,239476
Galeno,Wenderson,Nascimento Galeno,77,239482
,Junior,Pius,66,239485
,Juan,Álvarez,71,239491
,Sebastian,Bösel,65,239492
,Makana,Baku,68,239493
,Maximilian,Thalhammer,68,239494
,Yassin,Fekir,68,239496
,Anel,Ahmedhodžić,73,236524
,Bryan,Henning,66,239498
,Patryk,Kun,68,239505
Patrick William,Patrick William,Sá De Oliveira,69,252150
,Melle,Meulensteen,67,239512
,Josh,Earl,67,239513
,Frank,Onyeka,75,239529
,Godfried,Roemeratoe,67,239558
,Tim,Handwerker,69,239571
,Gerzino,Nyamsi,70,239575
Bremer,Gleison Bremer,Silva Nascimento,76,239580
,Konstantinos,Mavropanos,73,242000
,Wilfried,Kanga,66,239589
,José Juan,Macías,75,239592
,Kaveh,Rezaei,71,239593
,Lukas,Scherff,65,239606
Glauder,Antonio C.,Glauder García,69,239608
,Mo,Eisa,66,239611
,Matteo,Pessina,78,239613
Jesús Areso,Jesús,Areso Blanco,67,239614
,Alan,Cervantes,71,239617
,Brian,Rubio,66,239624
,Rustamzhon,Ashurmatov,66,247468
,Adam,Zreľák,65,239627
,Alan,Medina,67,239629
,Karol,Fila,67,239635
,Romal,Palmer,67,239642
,Ryo,Germain,64,242012
,Harry,Darling,65,236551
,Jonathan,Levi,70,239669
Tete Morente,José Antonio,Morente Oliva,72,239671
,Anthony,Barylla,66,239686
,Fridolin,Wagner,65,239690
,Florent,Muslija,68,239696
,Augusto,Lotti,71,242019
,Romano,Schmid,70,239701
,Merveille,Biankadi,67,239703
,Kai,Wagner,73,239704
,Doğan,Erdoğan,66,239706
,Olivier,Kemen,70,220175
,Marko,Raguž,70,239708
,Charles,Traoré,70,231098
,Masaya,Okugawa,73,239712
,Steffen,Puttkammer,66,239724
,Marin,Pongračić,75,238370
,Szymon,Żurkowski,70,239732
,Mathias,Ross,66,245849
,Jesús,Angulo,68,239738
,Mickaël,Cuisance,73,239744
,Sergio,Córdova,70,239747
,Saba,Lobjanidze,72,239755
,Michal,Sipľak,66,239762
,Alan,Czerwiński,67,239768
,Jakub,Moder,70,239778
,Bryan,Acosta,71,239782
,Ben,Close,65,222937
,Caleb,Ekuban,75,239795
,Armel,Bella-Kotchap,71,247497
,Steven,Sessegnon,66,239800
,Davide,Frattesi,69,239807
,Michal,Sáček,73,239808
,Nicolas,Raskin,71,239810
,Dylan,Batubinsika,69,239814
,Nico,Mantl,70,239816
,Boubakary,Soumaré,78,239817
Rúben Dias,Rúben Santos,Gato Alves Dias,87,239818
,Eduardo,Tercero,68,239822
,Victor,Ekani,66,239835
,Alexis,Mac Allister,75,239837
,Georgios,Giakoumakis,74,239842
,Konstantinos,Galanopoulos,72,239845
,Panagiotis,Tsintotas,69,239846
,Jiří,Pavlenka,80,236583
,Majeed,Ashimeru,71,242045
Dani Cárdenas,Daniel,Cárdenas Líndez,72,236033
Pablo Santos,Pablo,Renan dos Santos,74,239872
Bebeto,Roberto Jesus,Machado Beto Alves,72,239875
,Robbie,D'Haese,70,239307
,Arda,Turan,71,143745
Willyan,Willyan,da Silva Rocha,71,251901
,Ozan,Kabak,76,239890
,Yunus,Akgün,65,239892
,Florian,Neuhaus,82,234943
,Rominigue,Kouamé,70,239894
,Saša,Kalajdžić,77,239901
,Davit,Khocholava,71,239904
,Kemar,Lawrence,71,220209
Rui Costa,Rui Pedro,Silva Costa,68,239922
,Tobias,Müller,65,239928
,Damian,Rasak,66,239930
,Robert,Taylor,67,239944
,Fernando,Beltrán,70,239945
,Salvador,Reyes,67,239948
Pêpê,Pedro Filipe,Rodrigues,72,239950
,Myron,Boadu,76,239956
Jony,Jonathan,Rodríguez Menéndez,78,222943
