[21/02/2021 17:31:18] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:19] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:19] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:19] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:20] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:21] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:21] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:22] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:22] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:31:23] || Line 148 failure: Message: stale element reference: element is not attached to the page document
  (Session info: chrome=88.0.4324.182)

[21/02/2021 17:31:24] || Player outbid --> Lamela
[21/02/2021 17:31:25] || Player outbid --> Lamela --> proceed to outbid. Current bid of 700 gives potential profit of 915.0 coins.
[21/02/2021 17:31:29] || Bid did not go through! Will now return 0 and hopefully refresh. Original bid:700Current bid after bidding: 700
[21/02/2021 17:31:29] || Player outbid --> Lamela --> ERROR. Refreshing page!
[21/02/2021 17:31:42] || Going back to watchlist
[21/02/2021 17:31:48] || Player outbid --> Lamela
[21/02/2021 17:31:48] || Player outbid --> Lamela --> proceed to outbid. Current bid of 700 gives potential profit of 915.0 coins.
[21/02/2021 17:31:52] || Bid succesfully went through!
[21/02/2021 17:31:53] || Player outbid --> Lamela --> SUCCESS. || Stop price: 1615.0 || CurBid: 700
[21/02/2021 17:31:54] || Player outbid --> Lamela
[21/02/2021 17:31:55] || Player outbid --> Lamela --> proceed to outbid. Current bid of 750 gives potential profit of 865.0 coins.
[21/02/2021 17:31:59] || Bid succesfully went through!
[21/02/2021 17:31:59] || Player outbid --> Lamela --> SUCCESS. || Stop price: 1615.0 || CurBid: 750
[21/02/2021 17:32:00] || Player outbid --> Lamela
[21/02/2021 17:32:00] || Player outbid --> Lamela --> proceed to outbid. Current bid of 1400 gives potential profit of 215.0 coins.
[21/02/2021 17:32:04] || Bid succesfully went through!
[21/02/2021 17:32:04] || Player outbid --> Lamela --> SUCCESS. || Stop price: 1615.0 || CurBid: 1400
[21/02/2021 17:32:05] || Player outbid --> Rodríguez
[21/02/2021 17:32:05] || Player outbid --> Rodríguez --> proceed to outbid. Current bid of 400 gives potential profit of 550.0 coins.
[21/02/2021 17:32:09] || Bid succesfully went through!
[21/02/2021 17:32:09] || Player outbid --> Rodríguez --> SUCCESS. || Stop price: 950.0 || CurBid: 400
[21/02/2021 17:32:10] || Player outbid --> Lamela
[21/02/2021 17:32:11] || Player outbid --> Lamela --> proceed to outbid. Current bid of 1100 gives potential profit of 515.0 coins.
[21/02/2021 17:32:14] || Bid succesfully went through!
[21/02/2021 17:32:15] || Player outbid --> Lamela --> SUCCESS. || Stop price: 1615.0 || CurBid: 1100
[21/02/2021 17:32:17] || Player outbid --> Rodríguez
[21/02/2021 17:32:17] || Player outbid --> Rodríguez --> proceed to outbid. Current bid of 800 gives potential profit of 150.0 coins.
[21/02/2021 17:32:20] || Bid succesfully went through!
[21/02/2021 17:32:20] || Player outbid --> Rodríguez --> SUCCESS. || Stop price: 950.0 || CurBid: 800
[21/02/2021 17:32:33] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:33] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:34] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:35] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:35] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:36] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:36] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:37] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:37] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:39] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:40] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:40] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:41] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:32:42] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:16] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:17] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:17] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:18] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:19] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:20] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:33:21] || Line 148 failure: Message: stale element reference: element is not attached to the page document
  (Session info: chrome=88.0.4324.182)

[21/02/2021 17:33:44] || Player outbid --> Rodríguez
[21/02/2021 17:33:44] || Player outbid --> Rodríguez --> proceed to outbid. Current bid of 800 gives potential profit of 150.0 coins.
[21/02/2021 17:33:48] || Bid succesfully went through!
[21/02/2021 17:33:49] || Player outbid --> Rodríguez --> SUCCESS. || Stop price: 950.0 || CurBid: 800
[21/02/2021 17:34:15] || Player outbid --> Lamela
[21/02/2021 17:34:16] || Player outbid --> Lamela --> proceed to outbid. Current bid of 1300 gives potential profit of 315.0 coins.
[21/02/2021 17:34:19] || Bid succesfully went through!
[21/02/2021 17:34:20] || Player outbid --> Lamela --> SUCCESS. || Stop price: 1615.0 || CurBid: 1300
[21/02/2021 17:34:52] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:52] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:53] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:53] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:54] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:55] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:56] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:56] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:57] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:58] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:58] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:34:59] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:35:01] || First card processing... waiting for them to go away. Rerunning watchlist manager.
[21/02/2021 17:35:54] || Line 103 failure: maximum recursion depth exceeded while calling a Python object
